PLAYERID,LAST,FIRST,NICKNAME,BIRTHDATE,BIRTH CITY,BIRTH STATE,BIRTH COUNTRY,PLAY DEBUT,PLAY LASTGAME,MGR DEBUT,MGR LASTGAME,COACH DEBUT,COACH LASTGAME,UMP DEBUT,UMP LASTGAME,DEATHDATE,DEATH CITY,DEATH STATE,DEATH COUNTRY,BATS,THROWS,HEIGHT,WEIGHT,CEMETERY,CEME CITY,CEME STATE,CEME COUNTRY,CEME NOTE,BIRTH NAME,NAME CHG,BAT CHG,HOF
ruckd001,Rucker,"David Michael","Dave","09/01/1957","San Bernardino","California","USA","04/12/1981","10/02/1988",,,,,,,,,,,L,L,"6-01",185,,,,,,,,,NOT
ruckj101,Rucker,"John Joel","Johnny","01/15/1917","Crabapple","Georgia","USA","04/16/1940","09/29/1946",,,,,,,"08/07/1985","Moultrie","Georgia","USA",L,R,"6-02",175,"Rucker Family Cemetery","Crabapple","Georgia","USA",,,,,NOT
ruckm001,Rucker,"Michael Patrick","Michael","04/27/1994","Columbus","Mississippi","USA","07/30/2021","10/02/2021",,,,,,,,,,,R,R,"6-01",195,,,,,,,,,
ruckn101,Rucker,"George Napoleon","Nap","09/30/1884","Crabapple","Georgia","USA","04/15/1907","10/11/1916",,,,,,,"12/19/1970","Alpharetta","Georgia","USA",R,L,"5-11",190,"Roswell Presbyterian Cemetery","Roswell","Georgia","USA",,,,,NOT
ruddj101,Rudderham,"John Edmund","John","08/30/1863","Quincy","Massachusetts","USA","09/18/1884","09/18/1884",,,,,,,"04/03/1942","Randolph","Massachusetts","USA",R,R,"5-08",170,"St. Mary Cemetery","Randolph","Massachusetts","USA",,,,,NOT
rudij101,Rudi,"Joseph Oden","Joe","09/07/1946","Modesto","California","USA","04/11/1967","10/03/1982",,,"04/08/1986","10/04/1987",,,,,,,R,R,"6-02",200,,,,,,,,,NOT
rudod101,Rudolph,"Richard","Dick","08/25/1887","New York","New York","USA","09/30/1910","09/11/1927","7/2/1924","08/07/1924","04/13/1921","10/02/1927",,,"10/20/1949","Bronx","New York","USA",R,R,"5-09.5",160,"Woodlawn Cemetery","Bronx","New York","USA","Section 117, Filbert Plot, Lot No: North 12662",,,,NOT
rudod102,Rudolph,"John Herman","Dutch","07/10/1882","Natrona","Pennsylvania","USA","07/03/1903","07/17/1904",,,,,,,"04/17/1967","Natrona","Pennsylvania","USA",L,L,"5-10",160,"Mount Airy Cemetery","Allegheny","Pennsylvania","USA",,,,,NOT
rudod103,Rudolph,"Frederick Donald","Don","08/16/1931","Baltimore","Maryland","USA","09/21/1957","10/03/1964",,,,,,,"09/12/1968","Granada Hills","California","USA",L,L,"5-11",195,"Forest Lawn-Hollywood Hills","Los Angeles","California","USA",,,,,NOT
rudoe101,Rudolph,"Ernest William","Ernie","02/13/1909","Black River Falls","Wisconsin","USA","06/16/1945","07/06/1945",,,,,,,"01/13/2003","Black River Falls","Wisconsin","USA",L,R,"5-08",165,"Riverside Cemetery","Black River Falls","Wisconsin","USA",,,,,NOT
rudok101,Rudolph,"Kenneth Victor","Ken","12/29/1946","Rockford","Illinois","USA","04/20/1969","09/07/1977",,,,,,,,,,,R,R,"6-01",180,,,,,,,,,NOT
ruebm001,Ruebel,"Matthew Alexander","Matt","10/16/1969","Cincinnati","Ohio","USA","05/21/1996","07/04/1998",,,,,,,,,,,L,L,"6-02",180,,,,,,,,,NOT
ruelm101,Ruel,"Herold Dominic","Muddy","02/20/1896","St. Louis","Missouri","USA","05/29/1915","08/25/1934","4/15/1947","09/28/1947","04/14/1936","10/01/1950",,,"11/13/1963","Palo Alto","California","USA",R,R,"5-09",150,"Alta Mesa Memorial Park","Palo Alto","California","USA",,,,,NOT
ruetd101,Ruether,"Walter Henry","Dutch","09/13/1893","Alameda","California","USA","04/13/1917","09/29/1927",,,,,,,"05/16/1970","Phoenix","Arizona","USA",L,L,"6-01.5",180,"Cremated",,,,"Ashes retained by family",,,,NOT
ruetk001,Rueter,"Kirk Wesley","Kirk","12/01/1970","Hoyleton","Illinois","USA","07/07/1993","07/29/2005",,,,,,,,,,,L,L,"6-03",190,,,,,,,,,NOT
ruf-d001,Ruf,"Darin Cortland","Darin","07/28/1986","Omaha","Nebraska","USA","09/14/2012","10/14/2021",,,,,,,,,,,R,R,"6-03",220,,,,,,,,,NOT
rufer101,Rufer,"Rudolph Joseph","Rudy","10/28/1926","Ridgewood","New York","USA","09/22/1949","10/01/1950",,,,,,,"10/25/2010","Glen Cove","New York","USA",R,R,"6-00.5",165,"Calverton National Cemetery","Calverton","New York","USA",,,,,NOT
ruffb001,Ruffin,"Bruce Wayne","Bruce","10/04/1963","Lubbock","Texas","USA","06/28/1986","06/26/1997",,,,,,,,,,,B,L,"6-02",205,,,,,,,,,NOT
ruffc001,Ruffin,"Chance Kraig","Chance","09/08/1988","Philadelphia","Pennsylvania","USA","07/25/2011","09/28/2013",,,,,,,,,,,R,R,"6-00",185,,,,,,,,,NOT
ruffj001,Ruffin,"Johnny Renando","Johnny","07/29/1971","Butler","Alabama","USA","08/08/1993","08/02/2001",,,,,,,,,,,R,R,"6-03",172,,,,,,,,,NOT
ruffr101,Ruffing,"Charles Herbert","Red","05/03/1905","Granville","Illinois","USA","05/31/1924","09/15/1947",,,"04/17/1951","09/30/1962",,,"02/17/1986","Mayfield Heights","Ohio","USA",R,R,"6-01.5",205,"Hillcrest Memorial Park","Bedford Heights","Ohio","USA","Corridor of Devotion Mausoleum, Tier D, Crypt 1",,,,HOF
ruffs001,Ruffcorn,"Scott Patrick","Scott","12/29/1969","New Braunfels","Texas","USA","06/19/1993","08/17/1997",,,,,,,,,,,R,R,"6-04",215,,,,,,,,,NOT
ruggj001,Ruggiano,"Justin Marshall","Justin","04/12/1982","Austin","Texas","USA","09/19/2007","05/30/2017",,,,,,,,,,,R,R,"6-02",205,,,,,,,,,NOT
ruhlv001,Ruhle,"Vernon Gerald","Vern","01/25/1951","Coleman","Michigan","USA","09/09/1974","10/11/1986",,,"04/01/1997","10/01/2006",,,"01/20/2007","Houston","Texas","USA",R,R,"6-01",185,"Cremated",,,,,,,,NOT
ruizc001,Ruiz,"Carlos Joaquin","Carlos","01/22/1979","David","Chiriqui","Panama","05/06/2006","09/30/2017",,,,,,,,,,,R,R,"6-00",170,,,,,,,,,NOT
ruizc101,Ruiz,"Manuel (Cruz)","Chico","11/01/1951","Santurce",,"Puerto Rico","07/29/1978","09/25/1980",,,,,,,,,,,R,R,"5-11.5",170,,,,,,,,,NOT
ruizc102,Ruiz,"Giraldo (Sablon)","Chico","12/05/1938","Santo Domingo",,"Cuba","04/13/1964","08/03/1971",,,,,,,"02/09/1972","San Diego","California","USA",B,R,"6-00",169,"El Camino Memorial Park","San Diego","California","USA",,"Hiraldo Sablon (Ruiz)",,,NOT
ruizj001,Ruiz,"Jose Rafael","Jose","10/21/1994","Guacara","Carabobo","Venezuela","07/24/2017","10/07/2021",,,,,,,,,,,R,R,"6-01",190,,,,,,,,,NOT
ruizk001,Ruiz,"Keibert Jose","Keibert","07/20/1998","Valencia","Carabobo","Venezuela","08/16/2020","10/03/2021",,,,,,,,,,,B,R,"6-00",225,,,,,,,,,
ruizr001,Ruiz,"Randy Radames","Randy","10/19/1977","Bronx","New York","USA","08/01/2008","05/17/2010",,,,,,,,,,,R,R,"6-03",235,,,,,,,,,NOT
ruizr002,Ruiz,"Rio Noble","Rio","05/22/1994","Covina","California","USA","09/18/2016","10/02/2021",,,,,,,,,,,L,R,"6-01",210,,,,,,,,,NOT
rullj101,Rullo,"Joseph Vincent","Joe","06/16/1916","New York","New York","USA","09/22/1943","07/04/1944",,,,,,,"10/28/1969","Philadelphia","Pennsylvania","USA",R,R,"5-11",168,"Holy Cross Cemetery","Yeadon","Pennsylvania","USA",,,,,NOT
rumbn001,Rumbelow,"Nicholas Bruno","Nick","09/06/1991","Bullard","Texas","USA","06/23/2015","03/31/2019",,,,,,,,,,,R,R,"6-00",190,,,,,,,,,NOT
rumlw101,Rumler,"William George","William","03/27/1891","Milford","Nebraska","USA","05/04/1914","09/29/1917",,,,,,,"05/26/1966","Lincoln","Nebraska","USA",R,R,"6-01",190,"Blue Mound Cemetery","Milford","Nebraska","USA",,,,,NOT
rundr001,Rundles,"Richard Lambert","Rich","06/03/1981","Chattanooga","Tennessee","USA","09/03/2008","05/25/2009",,,,,,,,,,,L,L,"6-05",210,,,,,,,,,NOT
rungp001,Runge,"Paul William","Paul","05/21/1958","Kingston","New York","USA","09/25/1981","09/12/1988",,,,,,,,,,,R,R,"6-00",165,,,,,,,,,NOT
runnp101,Runnels,"James Edward","Pete","01/28/1928","Lufkin","Texas","USA","07/01/1951","05/14/1964","9/9/1966","09/27/1966","04/12/1965","09/08/1966",,,"05/20/1991","Pasadena","Texas","USA",L,R,"6-00",170,"Forest Park East Cemetery","Webster","Texas","USA","Section 210, Lot 219, Space 4","James Edward Runnells",,,NOT
runnt001,Runnells,"Thomas William","Tom","04/17/1955","Greeley","Colorado","USA","08/10/1985","06/06/1986","6/4/1991","05/20/1992","04/09/1990","10/02/2016",,,,,,,B,R,"6-00",175,,,,,,,,,NOT
runys001,Runyan,"Sean David","Sean","06/21/1974","Fort Smith","Arkansas","USA","03/31/1998","09/09/2000",,,,,,,,,,,L,L,"6-03",220,,,,,,,,,NOT
runzd001,Runzler,"Daniel Joseph","Dan","03/30/1985","Santa Monica","California","USA","09/04/2009","10/01/2017",,,,,,,,,,,L,L,"6-04",230,,,,,,,,,NOT
rupej001,Rupe,"Joshua Matthew","Josh","08/18/1982","Portsmouth","Virginia","USA","09/16/2005","05/05/2011",,,,,,,,,,,R,R,"6-02",200,,,,,,,,,NOT
ruper001,Rupe,"Ryan Kittman","Ryan","03/31/1975","Houston","Texas","USA","05/05/1999","06/27/2003",,,,,,,,,,,R,R,"6-06",240,,,,,,,,,NOT
ruppc001,Rupp,"Cameron Arthur","Cameron","09/28/1988","Plano","Texas","USA","09/10/2013","09/30/2017",,,,,,,,,,,R,R,"6-01",240,,,,,,,,,NOT
ruscg001,Rusch,"Glendon James","Glendon","11/07/1974","Seattle","Washington","USA","04/06/1997","05/13/2009",,,,,,,,,,,L,L,"6-02",170,,,,,,,,,NOT
rusha101,Rush,"Jesse Howard","Andy","12/26/1889","Hartland","Kansas","USA","04/16/1925","05/15/1925",,,,,,,"03/16/1969","Fresno","California","USA",R,R,"6-03",180,"Washington Colony Cemetery","Fresno","California","USA",,,,,NOT
rushb101,Rush,"Robert Ransom","Bob","12/21/1925","Battle Creek","Michigan","USA","04/22/1948","08/07/1960",,,,,,,"03/19/2011","Mesa","Arizona","USA",R,R,"6-04",205,"National Memorial Cemetery of Arizona","Phoenix","Arizona","USA",,,,,NOT
rushj001,Rushford,"James Thomas","Jim","03/24/1974","Chicago","Illinois","USA","09/03/2002","09/29/2002",,,,,,,,,,,L,L,"6-01",225,,,,,,,,,NOT
rusia101,Rusie,"Amos Wilson","Amos","05/30/1871","Mooresville","Indiana","USA","05/09/1889","06/09/1901",,,,,,,"12/06/1942","Seattle","Washington","USA",R,R,"6-01",200,"Acacia Memorial Park","Seattle","Washington","USA","G-5-165-C-2, Holly Section",,,,HOF
rusic001,Rusin,"Christopher Patrick","Chris","10/22/1986","Detroit","Michigan","USA","08/21/2012","08/03/2020",,,,,,,,,,,L,L,"6-02",195,,,,,,,,,NOT
rusks001,Ruskin,"Scott Drew","Scott","06/08/1963","Jacksonville","Florida","USA","04/09/1990","09/16/1993",,,,,,,,,,,R,L,"6-02",185,,,,,,,,,NOT
russa001,Russell,"Adam William","Adam","04/14/1983","North Olmsted","Ohio","USA","06/17/2008","07/17/2011",,,,,,,,,,,R,R,"6-08",250,,,,,,,,,NOT
russa002,Russell,"Addison Wayne","Addison","01/23/1994","Pensacola","Florida","USA","04/21/2015","09/29/2019",,,,,,,,,,,R,R,"6-00",200,,,,,,"Geoffreye O'Neal Addison Robert Watts Jr III",,,NOT
russa101,Russell,"Allen","Allen","07/31/1893","Baltimore","Maryland","USA","09/13/1915","09/19/1925",,,,,,,"10/20/1972","Baltimore","Maryland","USA",B,R,"5-11",165,"Loudon Park Cemetery","Baltimore","Maryland","USA",,,,,NOT
russb001,Russell,"William Ellis","Bill","10/21/1948","Pittsburg","Kansas","USA","04/07/1969","10/01/1986","6/25/1996","06/21/1998","04/06/1987","10/01/2000",,,,,,,R,R,"6-00",175,,,,,,,,,NOT
russh101,Russell,"Harvey Holmes","Harvey","01/10/1887","Marshall","Virginia","USA","04/17/1914","10/03/1915",,,,,,,"01/08/1980","Alexandria","Virginia","USA",L,R,"5-09.5",163,"Ivy Hill Cemetery","Upperville","Virginia","USA",,,,,NOT
russj001,Russell,"Jeffrey Lee","Jeff","09/02/1961","Cincinnati","Ohio","USA","08/13/1983","10/05/1996",,,,,,,,,,,R,R,"6-04",200,,,,,,,,,NOT
russj002,Russell,"John William","John","01/05/1961","Oklahoma City","Oklahoma","USA","06/22/1984","10/02/1993","3/31/2008","10/03/2010","03/31/2003","09/29/2019",,,,,,,R,R,"6-00",200,,,,,,,,,NOT
russj003,Russell,"James Clayton","James","01/08/1986","Cincinnati","Ohio","USA","04/05/2010","04/19/2016",,,,,,,,,,,L,L,"6-04",205,,,,,,,,,NOT
russj101,Russell,"John Albert","John","10/20/1894","San Mateo","California","USA","07/04/1917","05/02/1922",,,,,,,"11/19/1930","Ely","Nevada","USA",L,L,"6-02",195,"Cypress Lawn Memorial Park","Colma","California","USA",,,,,NOT
russj102,Russell,"James William","Jim","10/01/1918","Fayette City","Pennsylvania","USA","09/12/1942","10/01/1951",,,,,,,"11/24/1987","Orlando","Florida","USA",B,R,"6-01",181,"Mount Auburn Cemetery","Fayette City","Pennsylvania","USA",,,,,NOT
russj103,Russell,"Jack Erwin","Jack","10/24/1905","Paris","Texas","USA","05/05/1926","08/07/1940",,,,,,,"11/03/1990","Clearwater","Florida","USA",R,R,"6-01.5",178,"Sylvan Abbey Memorial Park","Clearwater","Florida","USA",,,,,NOT
russj104,Russ,"John","John","04/01/1858","Cannelton","Indiana","USA","07/04/1882","07/04/1882",,,,,,,"01/18/1912","Louisville","Kentucky","USA",,,,,"St. Michael Cemetery","Louisville","Kentucky","USA",,,,,NOT
russk001,Russo,"Kevin Alexander","Kevin","07/08/1984","West Babylon","New York","USA","05/08/2010","09/23/2010",,,,,,,,,,,R,R,"5-11",190,,,,,,,,,NOT
russl101,Russell,"Clarence Dickson","Lefty","07/08/1890","Baltimore","Maryland","USA","10/01/1910","05/28/1912",,,,,,,"01/22/1962","Baltimore","Maryland","USA",L,L,"6-01",165,"Dulaney Valley Memorial Gardens","Timonium","Maryland","USA",,,,,NOT
russl102,Russell,"Lloyd Opal","Lloyd","04/10/1913","Atoka","Oklahoma","USA","04/26/1938","05/07/1938",,,,,,,"05/24/1968","Clifton","Texas","USA",R,R,"5-11",166,"Oakwood Cemetery","Waco","Texas","USA",,,,,NOT
russm101,Russo,"Marius Ugo","Marius","07/19/1914","Brooklyn","New York","USA","06/06/1939","08/04/1946",,,,,,,"03/26/2005","Fort Myers","Florida","USA",R,L,"6-01",190,"Fort Myers Memorial Gardens","Fort Myers","Florida","USA","Veteran's Wall of Honor, Niche 68 (cremated)",,,,NOT
russp101,Russell,"Paul A.","Paul","03/20/1871","Reading","Pennsylvania","USA","07/29/1894","08/04/1894",,,,,,,"10/08/1957","Norristown","Pennsylvania","USA",,,,,"Charles Evans Cemetery","Reading","Pennsylvania","USA","Buried under name Benjamin Paul Sheeder","Benjamin Paul Sheeder",,,NOT
russr101,Russell,"Glen David","Rip","01/26/1915","Los Angeles","California","USA","05/05/1939","07/13/1947",,,,,,,"09/26/1976","Los Alamitos","California","USA",R,R,"6-01",180,"Holy Cross Cemetery & Mausoleum","Culver City","California","USA",,,,,NOT
russr102,Russell,"Ewell Albert","Reb","03/12/1889","Jackson","Mississippi","USA","04/18/1913","09/30/1923",,,,,,,"09/30/1973","Indianapolis","Indiana","USA",L,L,"5-11",185,"St. Joseph Cemetery","Indianapolis","Indiana","USA",,,,,NOT
rustd101,Rusteck,"Richard Frank","Dick","07/12/1941","Chicago","Illinois","USA","06/10/1966","10/02/1966",,,,,,,,,,,R,L,"6-01",175,,,,,,,,,NOT
ruszh101,Ruszkowski,"Henry Alexander","Hank","11/10/1925","Cleveland","Ohio","USA","09/26/1944","09/20/1947",,,,,,,"05/31/2000","Cleveland","Ohio","USA",R,R,"6-00",190,"Calvary Cemetery","Cleveland","Ohio","USA",,,,,NOT
ruthb101,Ruth,"George Herman","Babe","02/06/1895","Baltimore","Maryland","USA","07/11/1914","05/30/1935",,,"06/19/1938","10/02/1938",,,"08/16/1948","New York","New York","USA",L,L,"6-02",215,"Cemetery of the Gate of Heaven","Hawthorne","New York","USA","Section 25, Lot 1115, Center of Graves 3 and 4",,,,HOF
ruthd001,Ruthven,"Richard David","Dick","03/27/1951","Sacramento","California","USA","04/17/1973","05/01/1986",,,,,,,,,,,R,R,"6-03",190,,,,,,,,,NOT
ruthj101,Rutherford,"John William","Johnny","05/05/1925","Belleville","Ontario","Canada","04/30/1952","10/04/1952",,,,,,,"12/25/2016","Bloomfield Hills","Michigan","USA",L,R,"5-10.5",170,,,,,,,,,NOT
ruthj102,Rutherford,"James Hollis","Jim","09/26/1886","Stillwater","Minnesota","USA","07/12/1910","07/12/1910",,,,,,,"09/18/1956","Lakewood","Ohio","USA",L,R,"6-01",180,"Lakewood Park Cemetery","Rocky River","Ohio","USA",,,,,NOT
rutlj001,Rutledge,"Joshua Alan","Josh","04/21/1989","Cullman","Alabama","USA","07/13/2012","06/21/2017",,,,,,,,,,,R,R,"6-01",190,,,,,,,,,NOT
rutnm101,Rutner,"Milton","Mickey","03/18/1919","Hempstead","New York","USA","09/11/1947","09/28/1947",,,,,,,"10/17/2007","Georgetown","Texas","USA",R,R,"5-11",190,"Cook-Walden/Capital Parks Cemetery","Pflugerville","Texas","USA",,,,,NOT
ryalm001,Ryal,"Mark Dwayne","Mark","08/28/1960","Henryetta","Oklahoma","USA","09/07/1982","10/03/1990",,,,,,,,,,,L,L,"6-01",185,,,,,,,,,NOT
ryalr001,Ryal,"Rusty Allen","Rusty","03/16/1983","Ponca City","Oklahoma","USA","08/10/2009","10/03/2010",,,,,,,,,,,R,R,"6-02",200,,,,,,,,,NOT
ryanb001,Ryan,"Robert Victor","B.J.","12/28/1975","Bossier City","Louisiana","USA","07/28/1999","07/05/2009",,,,,,,,,,,L,L,"6-06",230,,,,,,,,,NOT
ryanb002,Ryan,"Brendan Wood","Brendan","03/26/1982","Los Angeles","California","USA","06/02/2007","06/14/2016",,,,,,,,,,,R,R,"6-02",195,,,,,,,,,NOT
ryanb101,Ryan,"John Collins","Blondy","01/04/1906","Lynn","Massachusetts","USA","07/13/1930","07/31/1938",,,,,,,"11/28/1959","Swampscott","Massachusetts","USA",R,R,"6-01",178,"St. Joseph Cemetery","Lynn","Massachusetts","USA",,,,,NOT
ryanb102,Ryan,"John Budd","Buddy","10/06/1885","Plainville","Kansas","USA","04/11/1912","10/05/1913",,,,,,,"07/09/1956","Sacramento","California","USA",L,R,"5-09.5",172,"St. Mary Catholic Cemetery","Sacramento","California","USA",,,,,NOT
ryanc101,Ryan,"Daniel R.","Cyclone","1866","Capperwhite",,"Ireland","08/08/1887","05/08/1891",,,,,,,"01/30/1917","Medfield","Massachusetts","USA",,R,"6-00",200,"Holy Cross Cemetery","Malden","Massachusetts","USA",,,,,NOT
ryanc102,Ryan,"Cornelius Joseph","Connie","02/27/1920","New Orleans","Louisiana","USA","04/14/1942","04/19/1954","8/31/1975","06/27/1977","04/16/1957","09/30/1979",,,"01/03/1996","Metairie","Louisiana","USA",R,R,"5-11",175,"Metairie Cemetery","New Orleans","Louisiana","USA",,,,,NOT
ryand001,Ryan,"Dusty Mitchell","Dusty","09/02/1984","Merced","California","USA","09/04/2008","09/15/2009",,,,,,,,,,,R,R,"6-04",220,,,,,,,,,NOT
ryanj001,Ryan,"Jason Paul","Jason","01/21/1976","Long Branch","New Jersey","USA","08/24/1999","10/01/2000",,,,,,,,,,,B,R,"6-03",185,,,,,,,,,NOT
ryanj002,Ryan,"Joseph Philip","Joe","06/05/1996","San Francisco","California","USA","09/01/2021","09/30/2021",,,,,,,,,,,R,R,"6-02",205,,,,,,,,,
ryanj101,Ryan,"John A.","John",,"Birmingham","Michigan","USA","06/11/1884","08/27/1884",,,,,,,,,,,L,R,"6-00",170,,,,,,,,,NOT
ryanj102,Ryan,"Jack","Jack","09/19/1884","Lawrenceville","Illinois","USA","07/02/1908","05/09/1911",,,"04/18/1923","10/01/1927",,,"10/16/1949","Handsboro","Mississippi","USA",L,L,"5-10",165,"Evergreen Cemetery","Gulfport","Mississippi","USA",,,,,NOT
ryanj103,Ryan,"John Bernard","Jack","11/12/1868","Haverhill","Massachusetts","USA","09/02/1889","10/04/1913",,,"04/14/1914","10/07/1914",,,"08/21/1952","Boston","Massachusetts","USA",R,R,"5-10.5",165,"St. James Cemetery","Haverhill","Massachusetts","USA",,,,,NOT
ryanj104,Ryan,"John Francis","Jack","05/05/1905","West Mineral","Kansas","USA","06/18/1929","06/19/1929",,,,,,,"09/02/1967","Rochester","Minnesota","USA",R,R,"6-00",185,"Mount Calvary Cemetery","Kansas City","Kansas","USA","6H, Lot 47, Space 8",,,,NOT
ryanj105,Ryan,"James Edward","Jimmy","02/11/1863","Clinton","Massachusetts","USA","10/08/1885","09/24/1903",,,,,"06/04/1892","06/04/1892","10/29/1923","Chicago","Illinois","USA",R,L,"5-09",162,"Calvary Catholic Cemetery","Evanston","Illinois","USA",,,,,NOT
ryanj106,Ryan,"John Joseph","Johnny","10/  /1853","Philadelphia","Pennsylvania","USA","08/19/1873","07/12/1877",,,,,"06/15/1872","05/04/1882","03/22/1902","Philadelphia","Pennsylvania","USA",,,"5-07.5",150,"Holy Cross Cemetery","Yeadon","Pennsylvania","USA",,,,,NOT
ryank001,Ryan,"Kenneth Frederick","Ken","10/24/1968","Pawtucket","Rhode Island","USA","08/31/1992","05/15/1999",,,,,,,,,,,R,R,"6-03",200,,,,,,,,,NOT
ryank002,Ryan,"Kyle","Kyle","09/25/1991","Auburndale","Florida","USA","08/30/2014","08/10/2021",,,,,,,,,,,L,L,"6-05",180,,,,,,,,,NOT
ryanm001,Ryan,"Michael Sean","Mike","07/06/1977","Indiana","Pennsylvania","USA","09/20/2002","06/14/2010",,,,,,,,,,,L,R,"5-10",182,,,,,,,,,NOT
ryanm101,Ryan,"Michael James","Mike","11/25/1941","Haverhill","Massachusetts","USA","10/03/1964","09/10/1974",,,"04/11/1980","10/01/1995",,,"07/07/2020","Wolfeboro","New Hampshire","USA",R,R,"6-02",205,,,,,,,,,NOT
ryanm102,Ryan,"Michael Patrick","Mike","06/07/1868","St. Louis","Missouri","USA","07/25/1895","07/27/1895",,,,,,,"09/03/1935","Natchez","Mississippi","USA",,,,,"Natchez City Cemetery","Natchez","Mississippi","USA",,,,,NOT
ryann001,Ryan,"Lynn Nolan","Nolan","01/31/1947","Refugio","Texas","USA","09/11/1966","09/22/1993",,,,,,,,,,,R,R,"6-02",170,,,,,,,,,HOF
ryanr001,Ryan,"Robert James","Rob","06/24/1973","Havre","Montana","USA","08/20/1999","10/07/2001",,,,,,,,,,,L,L,"5-11",190,,,,,,,,,NOT
ryanr101,Ryan,"Wilfred Patrick Dolan","Rosy","03/15/1898","Worcester","Massachusetts","USA","09/07/1919","09/17/1933",,,,,,,"12/10/1980","Scottsdale","Arizona","USA",L,R,"6-00",185,"St. John Cemetery","Worcester","Massachusetts","USA",,,,,NOT
rybam101,Ryba,"Dominic Joseph","Mike","06/09/1903","DeLancey","Pennsylvania","USA","09/22/1935","10/10/1946",,,"04/17/1951","09/26/1954",,,"12/13/1971","Brookline Station","Missouri","USA",R,R,"5-11.5",180,"Resurrection Cemetery","Springfield","Missouri","USA",,,,,NOT
rydet101,Ryder,"Thomas","Tom","05/09/1863","Dubuque","Iowa","USA","07/22/1884","08/06/1884",,,,,,,"07/18/1935","Dubuque","Iowa","USA",L,,,,"Mount Olivet Cemetery","Dubuque","Iowa","USA","Division 19, Section 4",,,,NOT
rye-g101,Rye,"Eugene Rudolph","Gene","11/15/1906","Chicago","Illinois","USA","04/22/1931","06/06/1931",,,,,,,"01/21/1980","Park Ridge","Illinois","USA",L,R,"5-06",165,"St. Adalbert Cemetery","Niles","Illinois","USA","Buried under the name Eugene Mercantelli","Eugene Rudolph Mercantelli",,,NOT
ryerg101,Ryerson,"Gary Lawrence","Gary","06/17/1948","Los Angeles","California","USA","06/28/1972","09/03/1973",,,,,,,,,,,R,L,"6-01",175,,,,,,,,,NOT
ryu-h001,Ryu,"Hyun-Jin","Hyun-Jin","03/25/1987","Incheon","Incheon","South Korea","04/02/2013","10/03/2021",,,,,,,,,,,R,L,"6-02",225,,,,,,,,,NOT
ryu-j001,Ryu,"Jae Kuk","Jae Kuk","05/30/1983","Choon Chung Do","Seoul","South Korea","05/14/2006","04/09/2008",,,,,,,,,,,R,R,"6-03",210,,,,,,,,,NOT
rzepm001,Rzepczynski,"Marc Walter","Marc","08/29/1985","Yorba Linda","California","USA","07/07/2009","07/09/2018",,,,,,,,,,,L,L,"6-03",205,,,,,,,,,NOT
saark001,Saarloos,"Kirk Craig","Kirk","05/23/1979","Long Beach","California","USA","06/18/2002","09/20/2008",,,,,,,,,,,R,R,"6-00",185,,,,,,,,,NOT
sabac001,Sabathia,"Carsten Charles","CC","07/21/1980","Vallejo","California","USA","04/08/2001","10/17/2019",,,,,,,,,,,L,L,"6-07",260,,,,,,,,,NOT
sabeb001,Saberhagen,"Bret William","Bret","04/11/1964","Chicago Heights","Illinois","USA","04/04/1984","08/07/2001",,,,,,,,,,,R,R,"6-01",160,,,,,,,,,NOT
sabee001,Sabel,"Erik Douglas","Erik","10/14/1974","Lafayette","Indiana","USA","07/09/1999","07/28/2002",,,,,,,,,,,R,R,"6-03",193,,,,,,,,,NOT
saboa101,Sabo,"Alexander","Alex","02/14/1910","New Brunswick","New Jersey","USA","08/01/1936","08/01/1937",,,,,,,"01/03/2001","Tuckerton","New Jersey","USA",R,R,"6-00",192,"Lake Nelson Cemetery","Piscataway","New Jersey","USA",,"Alexander Szabo",,,NOT
saboc001,Sabo,"Christopher Andrew","Chris","01/19/1962","Detroit","Michigan","USA","04/04/1988","09/02/1996",,,,,,,,,,,R,R,"5-11",185,,,,,,,,,NOT
saccm001,Saccomanno,"Mark Edison","Mark","04/30/1980","Houston","Texas","USA","09/08/2008","09/28/2008",,,,,,,,,,,R,R,"6-03",210,,,,,,,,,NOT
sackb001,Sackinsky,"Brian Walter","Brian","06/22/1971","Pittsburgh","Pennsylvania","USA","04/20/1996","04/24/1996",,,,,,,,,,,R,R,"6-04",220,,,,,,,,,NOT
sackf101,Sacka,"Frank","Frank","08/30/1924","Romulus","Michigan","USA","04/29/1951","09/13/1953",,,,,,,"12/07/1994","Dearborn","Michigan","USA",R,R,"6-00",195,"Michigan Memorial Park","Flat Rock","Michigan","USA",,,,,NOT
sadem101,Sadek,"Michael George","Mike","05/30/1946","Minneapolis","Minnesota","USA","04/13/1973","06/10/1981",,,,,,,"01/20/2021","San Andreas","California","USA",R,R,"5-09",165,,,,,,,,,NOT
sader101,Sadecki,"Raymond Michael","Ray","12/26/1940","Kansas City","Kansas","USA","05/19/1960","04/23/1977",,,,,,,"11/17/2014","Mesa","Arizona","USA",L,L,"5-11",180,,,,,,,,,NOT
sadlb001,Sadler,"William Henry","Billy","09/21/1981","Pensacola","Florida","USA","09/15/2006","09/10/2009",,,,,,,,,,,R,R,"6-00",190,,,,,,,,,NOT
